speaker,condition,split,source_file,fragment_id,position_index,vad_region_index,start_sample,end_sample,start_time,end_time,duration,true_length,padded_length,padding_ratio,raw_file,tensor_file,total_fragments,relative_position
s2,clean,train,s2_clean_03.wav,5,5,0,22400,24448,1.4,1.528,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_005.npy,8,0.7142857142857143
s2,clean,train,s2_clean_03.wav,6,6,0,24448,28416,1.528,1.776,0.248,3968,6336,0.3737373737373737,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_006.npy,8,0.8571428571428571
s2,clean,train,s2_clean_03.wav,7,7,0,28416,34816,1.776,2.176,0.4,6400,6336,-0.010101010101010166,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_03\padded\fragment_007.npy,8,1.0
s2,clean,train,s2_clean_04.wav,0,0,0,7680,10368,0.48,0.648,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_000.npy,13,0.0
s2,clean,train,s2_clean_04.wav,1,1,0,10368,13440,0.648,0.84,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_001.npy,13,0.08333333333333333
s2,clean,train,s2_clean_04.wav,2,2,0,13440,17280,0.84,1.08,0.24,3840,6336,0.3939393939393939,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_002.npy,13,0.16666666666666666
s2,clean,train,s2_clean_04.wav,3,3,0,17280,19968,1.08,1.248,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_003.npy,13,0.25
s2,clean,train,s2_clean_04.wav,4,4,0,19968,21248,1.248,1.328,0.08,1280,6336,0.797979797979798,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_004.npy,13,0.3333333333333333
s2,clean,train,s2_clean_04.wav,5,5,0,21248,23296,1.328,1.456,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_005.npy,13,0.4166666666666667
s2,clean,train,s2_clean_04.wav,6,6,0,23296,26368,1.456,1.648,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_006.npy,13,0.5
s2,clean,train,s2_clean_04.wav,7,7,0,26368,29696,1.648,1.856,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_007.npy,13,0.5833333333333334
s2,clean,train,s2_clean_04.wav,8,8,0,29696,31744,1.856,1.984,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_008.npy,13,0.6666666666666666
s2,clean,train,s2_clean_04.wav,9,9,0,31744,33408,1.984,2.088,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_009.npy,13,0.75
s2,clean,train,s2_clean_04.wav,10,10,0,33408,34816,2.088,2.176,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_010.npy,13,0.8333333333333334
s2,clean,train,s2_clean_04.wav,11,11,0,34816,36352,2.176,2.272,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_011.npy,13,0.9166666666666666
s2,clean,train,s2_clean_04.wav,12,12,0,36352,39168,2.272,2.448,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_012.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_012.npy,13,1.0
s2,clean,train,s2_clean_05.wav,0,0,0,9728,12288,0.608,0.768,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_000.npy,10,0.0
s2,clean,train,s2_clean_05.wav,1,1,0,12288,13696,0.768,0.856,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_001.npy,10,0.1111111111111111
s2,clean,train,s2_clean_05.wav,2,2,0,13696,15360,0.856,0.96,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_002.npy,10,0.2222222222222222
s2,clean,train,s2_clean_05.wav,3,3,0,15360,17024,0.96,1.064,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_003.npy,10,0.3333333333333333
s2,clean,train,s2_clean_05.wav,4,4,0,17024,22016,1.064,1.376,0.312,4992,6336,0.21212121212121215,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_004.npy,10,0.4444444444444444
s2,clean,train,s2_clean_05.wav,5,5,0,22016,24192,1.376,1.512,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_005.npy,10,0.5555555555555556
s2,clean,train,s2_clean_05.wav,6,6,0,24192,25856,1.512,1.616,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_006.npy,10,0.6666666666666666
s2,clean,train,s2_clean_05.wav,7,7,0,25856,28160,1.616,1.76,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_007.npy,10,0.7777777777777778
s2,clean,train,s2_clean_05.wav,8,8,0,28160,32256,1.76,2.016,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_008.npy,10,0.8888888888888888
s2,clean,train,s2_clean_05.wav,9,9,0,32256,38912,2.016,2.432,0.416,6656,6336,-0.05050505050505061,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_009.npy,10,1.0
s2,clean,train,s2_clean_06.wav,0,0,0,2560,4608,0.16,0.288,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_000.npy,8,0.0
s2,clean,train,s2_clean_06.wav,1,1,0,4608,8704,0.288,0.544,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_001.npy,8,0.14285714285714285
s2,clean,train,s2_clean_06.wav,2,2,0,8704,11904,0.544,0.744,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_002.npy,8,0.2857142857142857
s2,clean,train,s2_clean_06.wav,3,3,0,11904,16384,0.744,1.024,0.28,4480,6336,0.29292929292929293,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_003.npy,8,0.42857142857142855
s2,clean,train,s2_clean_06.wav,4,4,0,16384,19072,1.024,1.192,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_004.npy,8,0.5714285714285714
s2,clean,train,s2_clean_06.wav,5,5,0,19072,23168,1.192,1.448,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_005.npy,8,0.7142857142857143
s2,clean,train,s2_clean_06.wav,6,6,0,23168,25856,1.448,1.616,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_006.npy,8,0.8571428571428571
s2,clean,train,s2_clean_06.wav,7,7,0,25856,30720,1.616,1.92,0.304,4864,6336,0.23232323232323238,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_007.npy,8,1.0
s2,clean,train,s2_clean_07.wav,0,0,0,2560,6656,0.16,0.416,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_000.npy,6,0.0
s2,clean,train,s2_clean_07.wav,1,1,0,6656,10752,0.416,0.672,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_001.npy,6,0.2
s2,clean,train,s2_clean_07.wav,2,2,0,10752,17280,0.672,1.08,0.408,6528,6336,-0.030303030303030276,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_002.npy,6,0.4
s2,clean,train,s2_clean_07.wav,3,3,0,17280,20736,1.08,1.296,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_003.npy,6,0.6
s2,clean,train,s2_clean_07.wav,4,4,0,20736,23168,1.296,1.448,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_004.npy,6,0.8
s2,clean,train,s2_clean_07.wav,5,5,0,23168,28160,1.448,1.76,0.312,4992,6336,0.21212121212121215,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_005.npy,6,1.0
s2,clean,train,s2_clean_08.wav,0,0,0,8704,13696,0.544,0.856,0.312,4992,6336,0.21212121212121215,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_000.npy,10,0.0
s2,clean,train,s2_clean_08.wav,1,1,0,13696,16256,0.856,1.016,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_001.npy,10,0.1111111111111111
s2,clean,train,s2_clean_08.wav,2,2,0,16256,18432,1.016,1.152,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_002.npy,10,0.2222222222222222
s2,clean,train,s2_clean_08.wav,3,3,0,18432,20096,1.152,1.256,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_003.npy,10,0.3333333333333333
s2,clean,train,s2_clean_08.wav,4,4,0,20096,22144,1.256,1.384,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_004.npy,10,0.4444444444444444
s2,clean,train,s2_clean_08.wav,5,5,0,22144,24576,1.384,1.536,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_005.npy,10,0.5555555555555556
s2,clean,train,s2_clean_08.wav,6,6,0,24576,26240,1.536,1.64,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_006.npy,10,0.6666666666666666
s2,clean,train,s2_clean_08.wav,7,7,0,26240,31488,1.64,1.968,0.328,5248,6336,0.1717171717171717,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_007.npy,10,0.7777777777777778
s2,clean,train,s2_clean_08.wav,8,8,0,31488,35200,1.968,2.2,0.232,3712,6336,0.41414141414141414,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_008.npy,10,0.8888888888888888
s2,clean,train,s2_clean_08.wav,9,9,0,35200,39595,2.2,2.4746875,0.2746875,4395,6336,0.306344696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_009.npy,10,1.0
s2,noisy,train,s2_noisy_01.wav,0,0,0,2560,6144,0.16,0.384,0.224,3584,6336,0.43434343434343436,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_000.npy,14,0.0
s2,noisy,train,s2_noisy_01.wav,1,1,0,6144,9216,0.384,0.576,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_001.npy,14,0.07692307692307693
s2,noisy,train,s2_noisy_01.wav,2,2,0,9216,11136,0.576,0.696,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_002.npy,14,0.15384615384615385
s2,noisy,train,s2_noisy_01.wav,3,3,0,11136,13312,0.696,0.832,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_003.npy,14,0.23076923076923078
s2,noisy,train,s2_noisy_01.wav,4,4,0,13312,15744,0.832,0.984,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_004.npy,14,0.3076923076923077
s2,noisy,train,s2_noisy_01.wav,5,5,0,15744,17792,0.984,1.112,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_005.npy,14,0.38461538461538464
s2,noisy,train,s2_noisy_01.wav,6,6,0,17792,20480,1.112,1.28,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_006.npy,14,0.46153846153846156
s2,noisy,train,s2_noisy_01.wav,7,7,0,20480,23168,1.28,1.448,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_007.npy,14,0.5384615384615384
s2,noisy,train,s2_noisy_01.wav,8,8,0,23168,29056,1.448,1.816,0.368,5888,6336,0.07070707070707072,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_008.npy,14,0.6153846153846154
s2,noisy,train,s2_noisy_01.wav,9,9,0,29056,31232,1.816,1.952,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_009.npy,14,0.6923076923076923
s2,noisy,train,s2_noisy_01.wav,10,10,0,31232,33408,1.952,2.088,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_010.npy,14,0.7692307692307693
s2,noisy,train,s2_noisy_01.wav,11,11,0,33408,34944,2.088,2.184,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_011.npy,14,0.8461538461538461
s2,noisy,train,s2_noisy_01.wav,12,12,0,34944,38912,2.184,2.432,0.248,3968,6336,0.3737373737373737,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_012.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_012.npy,14,0.9230769230769231
s2,noisy,train,s2_noisy_01.wav,13,13,0,38912,43485,2.432,2.7178125,0.2858125,4573,6336,0.27825126262626265,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\raw\fragment_013.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_01\padded\fragment_013.npy,14,1.0
s2,noisy,train,s2_noisy_02.wav,0,0,0,3328,6016,0.208,0.376,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_000.npy,15,0.0
s2,noisy,train,s2_noisy_02.wav,1,1,0,6016,8448,0.376,0.528,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_001.npy,15,0.07142857142857142
s2,noisy,train,s2_noisy_02.wav,2,2,0,8448,10368,0.528,0.648,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_002.npy,15,0.14285714285714285
s2,noisy,train,s2_noisy_02.wav,3,3,0,10368,12672,0.648,0.792,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_003.npy,15,0.21428571428571427
s2,noisy,train,s2_noisy_02.wav,4,4,0,12672,14976,0.792,0.936,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_004.npy,15,0.2857142857142857
s2,noisy,train,s2_noisy_02.wav,5,5,0,14976,16768,0.936,1.048,0.112,1792,6336,0.7171717171717171,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_005.npy,15,0.35714285714285715
s2,noisy,train,s2_noisy_02.wav,6,6,0,16768,18432,1.048,1.152,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_006.npy,15,0.42857142857142855
s2,noisy,train,s2_noisy_02.wav,7,7,0,18432,21248,1.152,1.328,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_007.npy,15,0.5
s2,noisy,train,s2_noisy_02.wav,8,8,0,21248,25728,1.328,1.608,0.28,4480,6336,0.29292929292929293,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_008.npy,15,0.5714285714285714
s2,noisy,train,s2_noisy_02.wav,9,9,0,25728,28416,1.608,1.776,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_009.npy,15,0.6428571428571429
s2,noisy,train,s2_noisy_02.wav,10,10,0,28416,32256,1.776,2.016,0.24,3840,6336,0.3939393939393939,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_010.npy,15,0.7142857142857143
