speaker,condition,split,source_file,fragment_id,position_index,vad_region_index,start_sample,end_sample,start_time,end_time,duration,true_length,padded_length,padding_ratio,raw_file,tensor_file,total_fragments,relative_position,magnitude_shape,phase_shape,phase_sin_shape,phase_cos_shape,if_shape,modgd_shape,logmel_shape,mr_mag_256_shape,mr_phase_256_shape,mr_mag_512_shape,mr_phase_512_shape,mr_mag_1024_shape,mr_phase_1024_shape,available_features,sample_rate
s2,clean,train,s2_clean_04.wav,7,7,0,26368,29696,1.648,1.856,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_007.npy,13,0.5833333333333334,"[513, 53]","[513, 53]","[513, 53]","[513, 53]","[513, 53]","[513, 53]","[80, 53]","[129, 105]","[129, 105]","[257, 53]","[257, 53]","[513, 27]","[513, 27]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_04.wav,8,8,0,29696,31744,1.856,1.984,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_008.npy,13,0.6666666666666666,"[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[80, 33]","[129, 65]","[129, 65]","[257, 33]","[257, 33]","[513, 17]","[513, 17]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_04.wav,9,9,0,31744,33408,1.984,2.088,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_009.npy,13,0.75,"[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[80, 27]","[129, 53]","[129, 53]","[257, 27]","[257, 27]","[513, 14]","[513, 14]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_04.wav,10,10,0,33408,34816,2.088,2.176,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_010.npy,13,0.8333333333333334,"[513, 23]","[513, 23]","[513, 23]","[513, 23]","[513, 23]","[513, 23]","[80, 23]","[129, 45]","[129, 45]","[257, 23]","[257, 23]","[513, 12]","[513, 12]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_04.wav,11,11,0,34816,36352,2.176,2.272,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_011.npy,13,0.9166666666666666,"[513, 25]","[513, 25]","[513, 25]","[513, 25]","[513, 25]","[513, 25]","[80, 25]","[129, 49]","[129, 49]","[257, 25]","[257, 25]","[513, 13]","[513, 13]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_04.wav,12,12,0,36352,39168,2.272,2.448,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\raw\fragment_012.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_04\padded\fragment_012.npy,13,1.0,"[513, 45]","[513, 45]","[513, 45]","[513, 45]","[513, 45]","[513, 45]","[80, 45]","[129, 89]","[129, 89]","[257, 45]","[257, 45]","[513, 23]","[513, 23]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,val,s2_clean_05.wav,0,0,0,9728,12288,0.608,0.768,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_000.npy,10,0.0,"[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[80, 41]","[129, 81]","[129, 81]","[257, 41]","[257, 41]","[513, 21]","[513, 21]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,1,1,0,12288,13696,0.768,0.856,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_001.npy,10,0.1111111111111111,"[513, 23]","[513, 23]","[513, 23]","[513, 23]","[513, 23]","[513, 23]","[80, 23]","[129, 45]","[129, 45]","[257, 23]","[257, 23]","[513, 12]","[513, 12]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,2,2,0,13696,15360,0.856,0.96,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_002.npy,10,0.2222222222222222,"[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[80, 27]","[129, 53]","[129, 53]","[257, 27]","[257, 27]","[513, 14]","[513, 14]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,3,3,0,15360,17024,0.96,1.064,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_003.npy,10,0.3333333333333333,"[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[80, 27]","[129, 53]","[129, 53]","[257, 27]","[257, 27]","[513, 14]","[513, 14]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,4,4,0,17024,22016,1.064,1.376,0.312,4992,6336,0.2121212121212121,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_004.npy,10,0.4444444444444444,"[513, 79]","[513, 79]","[513, 79]","[513, 79]","[513, 79]","[513, 79]","[80, 79]","[129, 157]","[129, 157]","[257, 79]","[257, 79]","[513, 40]","[513, 40]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,5,5,0,22016,24192,1.376,1.512,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_005.npy,10,0.5555555555555556,"[513, 35]","[513, 35]","[513, 35]","[513, 35]","[513, 35]","[513, 35]","[80, 35]","[129, 69]","[129, 69]","[257, 35]","[257, 35]","[513, 18]","[513, 18]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,6,6,0,24192,25856,1.512,1.616,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_006.npy,10,0.6666666666666666,"[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[80, 27]","[129, 53]","[129, 53]","[257, 27]","[257, 27]","[513, 14]","[513, 14]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,7,7,0,25856,28160,1.616,1.76,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_007.npy,10,0.7777777777777778,"[513, 37]","[513, 37]","[513, 37]","[513, 37]","[513, 37]","[513, 37]","[80, 37]","[129, 73]","[129, 73]","[257, 37]","[257, 37]","[513, 19]","[513, 19]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_05.wav,8,8,0,28160,32256,1.76,2.016,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_008.npy,10,0.8888888888888888,"[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[80, 65]","[129, 129]","[129, 129]","[257, 65]","[257, 65]","[513, 33]","[513, 33]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,val,s2_clean_05.wav,9,9,0,32256,38912,2.016,2.432,0.416,6656,6336,-0.0505050505050506,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_05\padded\fragment_009.npy,10,1.0,"[513, 105]","[513, 105]","[513, 105]","[513, 105]","[513, 105]","[513, 105]","[80, 105]","[129, 209]","[129, 209]","[257, 105]","[257, 105]","[513, 53]","[513, 53]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_06.wav,0,0,0,2560,4608,0.16,0.288,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_000.npy,8,0.0,"[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[80, 33]","[129, 65]","[129, 65]","[257, 33]","[257, 33]","[513, 17]","[513, 17]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_06.wav,1,1,0,4608,8704,0.288,0.544,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_001.npy,8,0.1428571428571428,"[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[80, 65]","[129, 129]","[129, 129]","[257, 65]","[257, 65]","[513, 33]","[513, 33]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_06.wav,2,2,0,8704,11904,0.544,0.744,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_002.npy,8,0.2857142857142857,"[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[513, 51]","[80, 51]","[129, 101]","[129, 101]","[257, 51]","[257, 51]","[513, 26]","[513, 26]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_06.wav,3,3,0,11904,16384,0.744,1.024,0.28,4480,6336,0.2929292929292929,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_003.npy,8,0.4285714285714285,"[513, 71]","[513, 71]","[513, 71]","[513, 71]","[513, 71]","[513, 71]","[80, 71]","[129, 141]","[129, 141]","[257, 71]","[257, 71]","[513, 36]","[513, 36]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_06.wav,4,4,0,16384,19072,1.024,1.192,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_004.npy,8,0.5714285714285714,"[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[80, 43]","[129, 85]","[129, 85]","[257, 43]","[257, 43]","[513, 22]","[513, 22]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,val,s2_clean_06.wav,5,5,0,19072,23168,1.192,1.448,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_005.npy,8,0.7142857142857143,"[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[80, 65]","[129, 129]","[129, 129]","[257, 65]","[257, 65]","[513, 33]","[513, 33]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_06.wav,6,6,0,23168,25856,1.448,1.616,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_006.npy,8,0.8571428571428571,"[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[513, 43]","[80, 43]","[129, 85]","[129, 85]","[257, 43]","[257, 43]","[513, 22]","[513, 22]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_06.wav,7,7,0,25856,30720,1.616,1.92,0.304,4864,6336,0.2323232323232323,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_06\padded\fragment_007.npy,8,1.0,"[513, 77]","[513, 77]","[513, 77]","[513, 77]","[513, 77]","[513, 77]","[80, 77]","[129, 153]","[129, 153]","[257, 77]","[257, 77]","[513, 39]","[513, 39]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,val,s2_clean_07.wav,0,0,0,2560,6656,0.16,0.416,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_000.npy,6,0.0,"[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[80, 65]","[129, 129]","[129, 129]","[257, 65]","[257, 65]","[513, 33]","[513, 33]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_07.wav,1,1,0,6656,10752,0.416,0.672,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_001.npy,6,0.2,"[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[513, 65]","[80, 65]","[129, 129]","[129, 129]","[257, 65]","[257, 65]","[513, 33]","[513, 33]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_07.wav,2,2,0,10752,17280,0.672,1.08,0.408,6528,6336,-0.0303030303030302,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_002.npy,6,0.4,"[513, 103]","[513, 103]","[513, 103]","[513, 103]","[513, 103]","[513, 103]","[80, 103]","[129, 205]","[129, 205]","[257, 103]","[257, 103]","[513, 52]","[513, 52]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_07.wav,3,3,0,17280,20736,1.08,1.296,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_003.npy,6,0.6,"[513, 55]","[513, 55]","[513, 55]","[513, 55]","[513, 55]","[513, 55]","[80, 55]","[129, 109]","[129, 109]","[257, 55]","[257, 55]","[513, 28]","[513, 28]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_07.wav,4,4,0,20736,23168,1.296,1.448,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_004.npy,6,0.8,"[513, 39]","[513, 39]","[513, 39]","[513, 39]","[513, 39]","[513, 39]","[80, 39]","[129, 77]","[129, 77]","[257, 39]","[257, 39]","[513, 20]","[513, 20]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_07.wav,5,5,0,23168,28160,1.448,1.76,0.312,4992,6336,0.2121212121212121,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_07\padded\fragment_005.npy,6,1.0,"[513, 79]","[513, 79]","[513, 79]","[513, 79]","[513, 79]","[513, 79]","[80, 79]","[129, 157]","[129, 157]","[257, 79]","[257, 79]","[513, 40]","[513, 40]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_08.wav,0,0,0,8704,13696,0.544,0.856,0.312,4992,6336,0.2121212121212121,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_000.npy,10,0.0,"[513, 79]","[513, 79]","[513, 79]","[513, 79]","[513, 79]","[513, 79]","[80, 79]","[129, 157]","[129, 157]","[257, 79]","[257, 79]","[513, 40]","[513, 40]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_08.wav,1,1,0,13696,16256,0.856,1.016,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_001.npy,10,0.1111111111111111,"[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[513, 41]","[80, 41]","[129, 81]","[129, 81]","[257, 41]","[257, 41]","[513, 21]","[513, 21]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_08.wav,2,2,0,16256,18432,1.016,1.152,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_002.npy,10,0.2222222222222222,"[513, 35]","[513, 35]","[513, 35]","[513, 35]","[513, 35]","[513, 35]","[80, 35]","[129, 69]","[129, 69]","[257, 35]","[257, 35]","[513, 18]","[513, 18]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_08.wav,3,3,0,18432,20096,1.152,1.256,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_003.npy,10,0.3333333333333333,"[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[513, 27]","[80, 27]","[129, 53]","[129, 53]","[257, 27]","[257, 27]","[513, 14]","[513, 14]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
s2,clean,train,s2_clean_08.wav,4,4,0,20096,22144,1.256,1.384,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_clean_08\padded\fragment_004.npy,10,0.4444444444444444,"[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[513, 33]","[80, 33]","[129, 65]","[129, 65]","[257, 33]","[257, 33]","[513, 17]","[513, 17]","['if', 'logmel', 'magnitude', 'modgd', 'mr_mag_1024', 'mr_mag_256', 'mr_mag_512', 'mr_phase_1024', 'mr_phase_256', 'mr_phase_512', 'phase', 'phase_cos', 'phase_sin']",16000
